Tweets,Case_Folding,Clean_Data,Tweet_Normal;;;;;;
"#thesultancroffle #croffle #crofflemalang #sultancroffle #jajanankekinian #foodstagram #foodblogger https://t.co/fvrmu06xsr"",promo lagi masa iya ga bahagia kalau segede ini diskonnya khusus pembelian the sultan croffle melalui id mimin kasih kamu diskon sampai,promo lagi masa iya tidak bahagia kalau sebesar ini diskonnya khusus pembelian the sultan croffle melalui id admin kasih kamu potongan harga sampai";;;;;;
Nangis banget ga sih lho gbsa checkout shopeefood :(,nangis banget ga sih lho gbsa checkout shopeefood :(,nangis banget ga sih lho gbsa checkout shopeefood,nangis banget tidak sih lho gbsa checkout shopeefood;;;;;;
"@ventidaa sini kak, aku ada shopee gratong, gofood, gojek, goride, gosend, shopeefood

fee 1k, bisa dicek dulu,""@ventidaa sini kak, aku ada shopee gratong, gofood, gojek, goride, gosend, shopeefood";;;;;;
;;;;;;
"fee 1k, bisa dicek dulu"",sini kak aku ada shopee gratong gofood gojek goride gosend shopeefood fee k bisa dicek dulu,sini kak saya ada shopee gratong gofood gojek goride gosend shopeefood fee ke bisa dicek dulu";;;;;;
"M-banking BCA error/down ya😭😭malming mau ngisi shopeepay buat shopeefood malah error,sumpah eyke laperr paksu lgi krja pulak

#mbankingBCAdown,""m-banking bca error/down ya😭😭malming mau ngisi shopeepay buat shopeefood malah error,sumpah eyke laperr paksu lgi krja pulak";;;;;;
;;;;;;
"#mbankingbcadown"",mbanking bca errordown yamalming mau ngisi shopeepay buat shopeefood malah errorsumpah eyke laperr paksu lgi krja pulak,mbanking baca errordown yamalming mau isi shopeepay buat shopeefood malah errorsumpah eyke laperr paksu lagi kerja pulak";;;;;;
"Fess aku mau jajan di shopeefood,  cara pake voucher nya gimana ya? TIA https://t.co/KaDxRH2Brg,""fess aku mau jajan di shopeefood,  cara pake voucher nya gimana ya? tia https://t.co/kadxrh2brg"",fess aku mau jajan di shopeefood cara pake voucher nya gimana ya tia,fess saya mau jajan di shopeefood cara pakai voucher nya bagaimana ya tia";;;;;;
Another episode dari ojol ngablu. Lagi2 dibilang sesuai titik malah salah ga bisa baca peta hadehhhhh seriusan ini mah @gojekindonesia @GrabID @shopeefood_id kalo ngehire mitra tolong diberi pelatihan baca peta dulu 🤦‍♂️,another episode dari ojol ngablu. lagi2 dibilang sesuai titik malah salah ga bisa baca peta hadehhhhh seriusan ini mah @gojekindonesia @grabid @shopeefood_id kalo ngehire mitra tolong diberi pelatihan baca peta dulu 🤦‍♂️,another episode dari ojol ngablu lagi dibilang sesuai titik malah salah ga bisa baca peta hadehhhhh seriusan ini mah id kalo ngehire mitra tolong diberi pelatihan baca peta dulu,another episode dari ojek online ngablu lagi dibilang sesuai titik malah salah tidak bisa baca peta hadehhhhh seriusan ini mah id kalau ngehire mitra tolong diberi pelatihan baca peta dulu;;;;;;
ok aku tandain di shopeefood https://t.co/h32DnmI2of,ok aku tandain di shopeefood https://t.co/h32dnmi2of,ok aku tandain di shopeefood,oke saya tandain di shopeefood;;;;;;
@axffy Anda sendiri tidak punya teman patungan shopeefood ya hahahhahaa,@axffy anda sendiri tidak punya teman patungan shopeefood ya hahahhahaa,anda sendiri tidak punya teman patungan shopeefood ya hahahhahaa,kamu sendiri tidak punya teman patungan shopee;;;;;;
-ness makan di shopeefood order 20k bayar cuma 9k https://t.co/kFBXGt7QH7,-ness makan di shopeefood order 20k bayar cuma 9k https://t.co/kfbxgt7qh7,ness makan di shopeefood order k bayar cuma k,ness makan di shopeefood order ke bayar hanya ke;;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/0V12uQ3wwl https://t.co/7wNAdL8w1b,makan gratis bareng teman di shopeefood https://t.co/0v12uq3wwl https://t.co/7wnadl8w1b,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
"BEAR BOBBA LOWOKWARU

Boba Brown Sugar 13K #BigCup22oz
50% Disc #ShopeeFood #GrabFood #GoFood

https://t.co/6fplAdGVlD

#InfoKulinerMalang
#LaporLaper
#KulinerHitsMalang
#MalangCulinary
#MalangKuliner
#BobaMalang
#KopiMalang 
#EsTehMalang
#MojitoMalang
#Grab
#GoJek
#Shopee
#BTS https://t.co/wOHbZNPwMt,""bear bobba lowokwaru";;;;;;
;;;;;;
boba brown sugar 13k #bigcup22oz;;;;;;
50% disc #shopeefood #grabfood #gofood;;;;;;
;;;;;;
https://t.co/6fpladgvld;;;;;;
;;;;;;
#infokulinermalang;;;;;;
#laporlaper;;;;;;
#kulinerhitsmalang;;;;;;
#malangculinary;;;;;;
#malangkuliner;;;;;;
#bobamalang;;;;;;
#kopimalang ;;;;;;
#estehmalang;;;;;;
#mojitomalang;;;;;;
#grab;;;;;;
#gojek;;;;;;
#shopee;;;;;;
"#bts https://t.co/wohbznpwmt"",bear bobba lowokwaru boba brown sugar k disc,bear bobba lowokwaru boba brown sugar ke disc";;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/wgav8X0wkd https://t.co/sntxUWXavy,makan gratis bareng teman di shopeefood https://t.co/wgav8x0wkd https://t.co/sntxuwxavy,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
-rek ada yg jadi driver shopeefood ga ? bonusannya brp ya kalo nutup ? mohon infonya 🙏,-rek ada yg jadi driver shopeefood ga ? bonusannya brp ya kalo nutup ? mohon infonya 🙏,rek ada yg jadi driver shopeefood ga bonusannya brp ya kalo nutup mohon inf;;;;;;
"Promo....
Hanya di Ni Boba BRAWIJAYA - MOJOKERTO
Silahkan cek di :
#GrabFood #GoFood #ShopeeFood

#1111BigDeals #ShopeePay #shopeeID
#PromoShopee #PromoShopeePay #InfoPromo
#ShopeeFood
#KirimTandaSayang
#GrabYourGifts
#Makathon
#GrabFoodMulai10rb
#GoFoodinAja
#Gojek11Tahun https://t.co/aw1oJh6Pcz,""promo....";;;;;;
hanya di ni boba brawijaya - mojokerto;;;;;;
silahkan cek di :;;;;;;
#grabfood #gofood #shopeefood;;;;;;
;;;;;;
#1111bigdeals #shopeepay #shopeeid;;;;;;
#promoshopee #promoshopeepay #infopromo;;;;;;
#shopeefood;;;;;;
#kirimtandasayang;;;;;;
#grabyourgifts;;;;;;
#makathon;;;;;;
#grabfoodmulai10rb;;;;;;
#gofoodinaja;;;;;;
"#gojek11tahun https://t.co/aw1ojh6pcz"",promo hanya di ni boba brawijaya mojokerto silahkan cek di,promo hanya di ini boba brawijaya mojokerto silahkan cek di";;;;;;
"Gtau mau marah sama siapa,kasian juga driver shopeefood nya lagi ujan..
Udh nunggu 1 jam lebih ujan kaga berenti² laperrrrrr,""gtau mau marah sama siapa,kasian juga driver shopeefood nya lagi ujan..";;;;;;
"udh nunggu 1 jam lebih ujan kaga berenti² laperrrrrr"",gtau mau marah sama siapakasian juga driver shopeefood nya lagi ujan udh nunggu jam lebih ujan kaga berenti laperrrrrr,tidak tahu mau marah sama siapakasian juga driver shopeefood nya lagi hujan sudah nunggu jam lebih hujan tidak  berhenti laperrrrrr";;;;;;
@rezilienxe yailah dsni gada shopeefood jg 😂,@rezilienxe yailah dsni gada shopeefood jg 😂,yailah dsni gada shopeefood jg,yailah dsni tidak ada shopeefood juga;;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/Y0yAoC6x19 https://t.co/K3xvhpxYEn,makan gratis bareng teman di shopeefood https://t.co/y0yaoc6x19 https://t.co/k3xvhpxyen,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
"@newwievihokrat Iya juga sih, shopeefood gk bisa pakai shopeepay + cash? Kek gopay atau grab gitu,""@newwievihokrat iya juga sih, shopeefood gk bisa pakai shopeepay + cash? kek gopay atau grab gitu"",iya juga sih shopeefood gk bisa pakai shopeepay cash kek ";;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/wuUM9s2O7J https://t.co/5afTKtSTQ3,makan gratis bareng teman di shopeefood https://t.co/wuum9s2o7j https://t.co/5aftktstq3,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/X7xol9GdJt https://t.co/LFcy5baZRN,makan gratis bareng teman di shopeefood https://t.co/x7xol9gdjt https://t.co/lfcy5bazrn,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
@RacunProduk Makan Gratis Bareng Teman di ShopeeFood https://t.co/sjA86WZ8p3,@racunproduk makan gratis bareng teman di shopeefood https://t.co/sja86wz8p3,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
"@yangbikinkangen done , mudah2an rezeki buat jajan cendol di shopeefood 🤭,""@yangbikinkangen done , mudah2an rezeki buat jajan cendol di shopeefood 🤭"",done mudahan rezeki buat jajan cendol di shopeefood,done mudahan rezeki buat jajan cendol di shopee";;;;;;
"SUNDAE BOBA‼️

Promo Sundae Boba di Shopeefood, sampai 24 November https://t.co/0Rp4hV2CTV,""sundae boba‼️";;;;;;
;;;;;;
"promo sundae boba di shopeefood, sampai 24 november https://t.co/0rp4hv2ctv"",sundae boba promo sundae boba di shopeefood sampai november,sundae boba promo sundae boba di shopeefood sampai november";;;;;;
Atas permintaan konon padahal ramai rider lari shopeefood,atas permintaan konon padahal ramai rider lari shopeefood,atas permintaan konon padahal ramai rider lari shopeefood,atas permintaan konon padahal ramai rider lari shopeefood;;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/XpjN4kPvNA,makan gratis bareng teman di shopeefood https://t.co/xpjn4kpvna,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/qtt4dGrpDo https://t.co/XmG670dFOs,makan gratis bareng teman di shopeefood https://t.co/qtt4dgrpdo https://t.co/xmg670dfos,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/qtt4dGrpDo https://t.co/IMJBI9SHva,makan gratis bareng teman di shopeefood https://t.co/qtt4dgrpdo https://t.co/imjbi9shva,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
"Makan Gratis Bareng Teman di ShopeeFood https://t.co/t06FlHzy4w

#zonauang #zonaba https://t.co/mkBJY5D2zh,""makan gratis bareng teman di shopeefood https://t.co/t06flhzy4w";;;;;;
;;;;;;
"#zonauang #zonaba https://t.co/mkbjy5d2zh"",makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood";;;;;;
"@collegemenfess Seruu, bisa main sm temen kos, ga rame, soalnya di rumah rame. Trs bisa shopeefood bareng wkwk,""@collegemenfess seruu, bisa main sm temen kos, ga rame, soalnya di rumah rame. trs bisa shopeefood bareng wkwk"",seruu bisa main sm temen kos ga";;;;;;
"Mlm minggu gak usah keluar, dah pesen ShopeeFood aja, ye kan @shopeefood_id :D https://t.co/1xoXtAXrw1,""mlm minggu gak usah keluar, dah pesen shopeefood aja, ye kan @shopeefood_id :d https://t.co/1xoxtaxrw1"",mlm minggu gak usah keluar dah pesen shopeefood aja ye kan id d,malam minggu tidak perlu keluar sudah pesan shopeefood aja ye kan id di";;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/X7xol9GdJt https://t.co/FDmmXf5AGb,makan gratis bareng teman di shopeefood https://t.co/x7xol9gdjt https://t.co/fdmmxf5agb,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/EasbUp7WRe https://t.co/wsVzpGCH6c,makan gratis bareng teman di shopeefood https://t.co/easbup7wre https://t.co/wsvzpgch6c,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
@Faizalilham18 Dah shopeefood huehe,@faizalilham18 dah shopeefood huehe,dah shopeefood huehe,sudah shopeefood huehe;;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/5lbdq01TZC https://t.co/xDbXOndyf0,makan gratis bareng teman di shopeefood https://t.co/5lbdq01tzc https://t.co/xdbxondyf0,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
@doiecuttie Shopeefood ku harus belanja min 40k baru ada potongan 18k masa.. ini kok bisaa sih 😭,@doiecuttie shopeefood ku harus belanja min 40k baru ada potongan 18k masa.. ini kok bisaa sih 😭,shopeefood ku harus belanja min k baru ada potongan k m;;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/O72G7isIco https://t.co/oQXCQHa0D0,makan gratis bareng teman di shopeefood https://t.co/o72g7isico https://t.co/oqxcqha0d0,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
@romsiiyah Iya. Kalo ada Shopeefood kena diskon nih padahal,@romsiiyah iya. kalo ada shopeefood kena diskon nih padahal,iya kalo ada shopeefood kena diskon nih padahal,iya kalau ada shopeefood kena potongan harga ini padahal;;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/n4lYeTeyiK https://t.co/UO4szdt43z,makan gratis bareng teman di shopeefood https://t.co/n4lyeteyik https://t.co/uo4szdt43z,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
@adeliamayyz beli di shopeefood 23rb dpet 2🙃,@adeliamayyz beli di shopeefood 23rb dpet 2🙃,beli di shopeefood rb dpet,beli di shopeefood rb dapat;;;;;;
"Guys mau nanya. Kalian yg biasa jajan online lewat shopeefood ato grabfood gitu kalo jaraknya jauh tapi harganya ga mahal suka kasi tip ga ke driver? Aku baru pertama jajan online gini, biasanya dibeliin😣,""guys mau nanya. kalian yg biasa jajan online lewat shopeefood ato grabfood gitu kalo jaraknya jauh tapi harganya ga mahal suka kasi tip ga ke driver? aku baru pertama jajan online gini, biasanya dibeliin😣"",guys mau nanya kalian yg biasa jajan online lewat shopeefood ato grabfood gitu kalo jaraknya jauh tapi harganya ga mahal suka kasi tip ga ke driver aku baru pertama jajan online gini biasanya dibeliin,guys mau nanya kalian yang biasa jajan online lewat shopeefood atau grabfood begitu kalau jaraknya jauh tapi harganya tidak mahal suka kasih tip tidak ke driver saya baru pertama jajan online begini biasanya dibeliin";;;;;;
"Makan Gratis Bareng Teman di ShopeeFood #shopeetanam

https://t.co/L5MHw2fyIh https://t.co/Uy4GwthDrN,""makan gratis bareng teman di shopeefood #shopeetanam";;;;;;
;;;;;;
"https://t.co/l5mhw2fyih https://t.co/uy4gwthdrn"",makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood";;;;;;
gue beli seblak ceban doang ily shopeefood,gue beli seblak ceban doang ily shopeefood,gue beli seblak ceban doang ily shopeefood,saya beli seblak sepuluh ribu saja ily shopeefood;;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/JXMaZHcNaU https://t.co/1mMVK01qIl,makan gratis bareng teman di shopeefood https://t.co/jxmazhcnau https://t.co/1mmvk01qil,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
"bilangnya isi shopeepay buat jajan shopeefood padahal jajan printilan kpop,
yang penting sama sama jajan🤗🥰,""bilangnya isi shopeepay buat jajan shopeefood padahal jajan printilan kpop,";;;;;;
"yang penting sama sama jajan🤗🥰"",bilangnya isi shopeepay buat jajan shopeefood padahal jajan printilan kpop yang penting sama sama jajan,bilangnya isi shopeepay buat jajan shopeefood padahal jajan printilan kpop yang penting sama sama jajan";;;;;;
"Tbtb banget nih pengen odeng lawson, tapi udh abis d shopeefood 😭,""tbtb banget nih pengen odeng lawson, tapi udh abis d shopeefood 😭"",tbtb banget nih pengen odeng lawson tapi udh abis d shopeefood,tiba tiba banget ini ingin odeng lawson tapi sudah habis di shopeefood";;;;;;
"btw aku kan mau daftar jd driver ojol yak, mending mana dah yg diambil? gojek, grab, apa shopeefood???? tolong rep untuk mencerahkan,""btw aku kan mau daftar jd driver ojol yak, mending mana dah yg diambil? gojek, grab, apa shopeefood???? tolong rep untuk mencerahkan"",btw aku kan mau daftar jd driver ojol yak mending mana dah yg diambil gojek grab apa shopeefood tolong rep untuk mencerahkan,ngomong-ngomong saya kan mau daftar jadi driver ojek online yak mending mana sudah yang diambil gojek grab apa shopeefood tolong rep untuk mencerahkan";;;;;;
@darddablue @ShopeeID kak shopeefood kapan ada di madiun kak????? kasian teman saya 🙏🏻,@darddablue @shopeeid kak shopeefood kapan ada di madiun kak????? kasian teman saya 🙏🏻,kak shopeefood kapan ada di madiun kak kasian teman saya,kak shopeefo;;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/N93DVurn8H https://t.co/htI2MAWOgy,makan gratis bareng teman di shopeefood https://t.co/n93dvurn8h https://t.co/hti2mawogy,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
mo beli cheesecake holand bakery tapi ga ada di shopeefood 😞,mo beli cheesecake holand bakery tapi ga ada di shopeefood 😞,mo beli cheesecake holand bakery tapi ga ada di shopeefood,mau beli cheesecake holand bakery tapi tidak ada di shopeefood;;;;;;
"@aleeealey kalo buat makan, bisa pakai shopeefood. Nah, nanti pake voucher yang min 20k, terus nyari yg produknya around 10k an. Jadi kalo udh pake diskon biasanya 10k udh bisa makan sehariann,""@aleeealey kalo buat makan, bisa pakai shopeefood. nah, nanti";;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/hT2ONUlGHu https://t.co/JXkYY7boa1,makan gratis bareng teman di shopeefood https://t.co/ht2onulghu https://t.co/jxkyy7boa1,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
"@twothousandtho Selamat menikmati promo grabfood, gofood, dan shopeefood,""@twothousandtho selamat menikmati promo grabfood, gofood, dan shopeefood"",selamat menikmati promo grabfood gofood dan shopeefood,selamat menikmati promo grabfood gofood dan shopeefo";;;;;;
@darddablue ak lg nunggu shopeefood mwhehe 😝 https://t.co/LZ98TjAQ0U,@darddablue ak lg nunggu shopeefood mwhehe 😝 https://t.co/lz98tjaq0u,ak lg nunggu shopeefood mwhehe,ak lagi nunggu shopeefood mwhehe;;;;;;
tuhan... kenapa dom ku belum support shopeefood? ☹️,tuhan... kenapa dom ku belum support shopeefood? ☹️,tuhan kenapa dom ku belum support shopeefood,tuhan kenapa dom ku belum dukung shopeefood;;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/trBn6s8J3f https://t.co/7P9LLp1e6H,makan gratis bareng teman di shopeefood https://t.co/trbn6s8j3f https://t.co/7p9llp1e6h,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
@zhrfhrnis Udah paling bener dirumah aja pesen Shopeefood :(,@zhrfhrnis udah paling bener dirumah aja pesen shopeefood :(,udah paling bener dirumah aja pesen shopeefood,sudah paling benar dirumah aja pesan shopeefood;;;;;;
@AnggikPrasetyaa cepat kirim shopeefood ke rumahkuuuu😆,@anggikprasetyaa cepat kirim shopeefood ke rumahkuuuu😆,cepat kirim shopeefood ke rumahkuuuu,cepat kirim shopeefood ke rumahkuuuu;;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/BvTS2JMYKQ https://t.co/sjTpBWqKIf,makan gratis bareng teman di shopeefood https://t.co/bvts2jmykq https://t.co/sjtpbwqkif,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
Pgn di shopeefood in:(,pgn di shopeefood in:(,pgn di shopeefood in,ingin di shopeefood in;;;;;;
@lampungbase Kemaren gw di jalan liat ada yg pake jaket shopeefood,@lampungbase kemaren gw di jalan liat ada yg pake jaket shopeefood,kemaren gw di jalan liat ada yg pake jaket shopeefood,kemarin saya di jalan lihat ada yang pakai jaket shopeefood;;;;;;
Makan Gratis Bareng Teman di ShopeeFood https://t.co/a91V7WLH4s https://t.co/933S66rFOO,makan gratis bareng teman di shopeefood https://t.co/a91v7wlh4s https://t.co/933s66rfoo,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood;;;;;;
